pgc,a,e_a,b,e_b,pa,e_pa,z,e_z
74,5.624,,5.165644,,94.88,1.0328522849437063,0.0431995524050174,1.5343948061e-05
74,5.698,,5.233613,,94.88,1.0920593303145285,0.0431995524050174,1.5343948061e-05
74,6.3704,0.0307,5.8512125,0.02819795,94.88,1.2901975424015864,0.0431995524050174,1.5343948061e-05
74,7.7877,0.0299,7.1530023,0.02746315,94.88,1.386445173014796,0.0431995524050174,1.5343948061e-05
74,9.1946,0.0149,8.44524,0.01368565,94.88,1.2932899758506666,0.0431995524050174,1.5343948061e-05
74,10.2515,0.0213,9.416002,0.01956405,94.88,0.8841153345568821,0.0431995524050174,1.5343948061e-05
74,11.4749,0.036,10.539696,0.033066,94.88,1.0436674540557136,0.0431995524050174,1.5343948061e-05
74,12.8141,0.0431,11.769751,0.03958735,94.88,1.6435883847625412,0.0431995524050174,1.5343948061e-05
74,14.2766,0.0498,13.113057,0.0457413,94.88,1.437588700478459,0.0431995524050174,1.5343948061e-05
74,15.7392,0.0658,14.456455,0.0604373,94.88,1.4491490501342743,0.0431995524050174,1.5343948061e-05
74,17.4954,0.0995,16.069525,0.09139075,94.88,1.4702032553513549,0.0431995524050174,1.5343948061e-05
75,21.688,,17.582462,,176.44,1.562903019039529,0.0386000370963301,0.0001067405104634
75,20.923,,16.962276,,176.44,0.8581084817214474,0.0386000370963301,0.0001067405104634
75,20.098,,16.29345,,176.44,1.1666083849326125,0.0386000370963301,0.0001067405104634
75,18.0539,0.0224,14.636296,0.01815968,176.44,1.3395274352616786,0.0386000370963301,0.0001067405104634
75,23.5553,0.0303,19.096281,0.02456421,176.44,1.138456483297326,0.0386000370963301,0.0001067405104634
75,30.0959,0.0333,24.398746,0.02699631,176.44,1.6444788732871864,0.0386000370963301,0.0001067405104634
75,37.4621,0.0375,30.370525,0.03040125,176.44,1.282572508587294,0.0386000370963301,0.0001067405104634
75,45.5115,0.0558,36.89617,0.04523706,176.44,1.5686275894593793,0.0386000370963301,0.0001067405104634
75,54.556,0.0762,44.22855,0.06177534,176.44,1.652015516881169,0.0386000370963301,0.0001067405104634
75,64.3121,0.1023,52.13782,0.08293461,176.44,1.3047914829034981,0.0386000370963301,0.0001067405104634
75,74.6005,0.0968,60.478626,0.07847576,176.44,1.70955224387135,0.0386000370963301,0.0001067405104634
75,84.9594,0.1394,68.87659,0.11301158,176.44,1.3871239405369806,0.0386000370963301,0.0001067405104634
75,44.578068,3.592568,37.76776,3.740441,174.56,1.6502742988337218,0.0386000370963301,0.0001067405104634
76,17.872,,8.5267315,,42.58,1.1405907955915242,0.0230009121843885,1.60110772057e-05
76,15.912,,7.591615,,42.58,1.2988169585314853,0.0230009121843885,1.60110772057e-05
76,15.032,,7.171767,,42.58,1.3314110410045776,0.0230009121843885,1.60110772057e-05
76,18.2388,0.0996,8.701732,0.04751916,42.58,0.9049797158960706,0.0230009121843885,1.60110772057e-05
76,22.863,0.1189,10.907937,0.05672719,42.58,1.1985525067015406,0.0230009121843885,1.60110772057e-05
76,27.8364,0.1254,13.280746,0.05982834,42.58,1.7173376725516762,0.0230009121843885,1.60110772057e-05
76,32.9459,0.1589,15.718489,0.07581119,42.58,1.4308322403647424,0.0230009121843885,1.60110772057e-05
76,38.3902,0.1129,18.315964,0.05386459,42.58,0.9775065824369675,0.0230009121843885,1.60110772057e-05
76,44.212,0.1675,21.093546,0.07991425,42.58,1.138855635609605,0.0230009121843885,1.60110772057e-05
76,50.0849,0.2001,23.895506,0.09546771,42.58,0.9916030096626999,0.0230009121843885,1.60110772057e-05
76,56.0931,0.2804,26.762018,0.13377884,42.58,0.8248231317985726,0.0230009121843885,1.60110772057e-05
76,62.8749,0.2832,29.997614,0.13511471,42.58,1.7274604585040267,0.0230009121843885,1.60110772057e-05
76,37.6809,2.5161407,15.070277,1.2843909,45.0,1.2482073282568715,0.0230009121843885,1.60110772057e-05
77,,,,,,,0.0423126054758855,0.0001300899971273
79,8.5458,,6.6956344,,26.6,1.3984771915577365,0.0298689969045185,1.83460252359e-05
79,8.3648,,6.5538206,,26.6,0.8073144562930157,0.0298689969045185,1.83460252359e-05
79,8.2096,,6.4322214,,26.6,1.0780221066008138,0.0298689969045185,1.83460252359e-05
79,11.0782,0.0255,8.6797695,0.01997925,26.6,1.5030334656988926,0.0298689969045185,1.83460252359e-05
79,13.127,0.033,10.285005,0.0258555,26.6,1.4337697730692631,0.0298689969045185,1.83460252359e-05
79,15.0928,0.0317,11.825209,0.02483695,26.6,1.7818059475425354,0.0298689969045185,1.83460252359e-05
79,16.949,0.0417,13.279542,0.03267195,26.6,1.420357709658044,0.0298689969045185,1.83460252359e-05
79,18.8929,0.0422,14.8025875,0.0330637,26.6,1.277505873627733,0.0298689969045185,1.83460252359e-05
79,20.8967,0.0514,16.372564,0.0402719,26.6,1.5614325631840078,0.0298689969045185,1.83460252359e-05
79,22.8151,0.0413,17.875631,0.03235855,26.6,1.7033278719640532,0.0298689969045185,1.83460252359e-05
79,24.8153,0.0578,19.442787,0.0452863,26.6,1.5206959467183516,0.0298689969045185,1.83460252359e-05
79,27.3995,0.1023,21.467508,0.08015205,26.6,1.7632112235493795,0.0298689969045185,1.83460252359e-05
79,20.1893,2.6962798,17.223494,2.5047765,15.89,1.5820051707381773,0.0298689969045185,1.83460252359e-05
80,11.223,,5.0368824,,179.86,1.6668014382619265,0.0307649500642207,3.9026998502e-05
80,9.4928,,4.260369,,179.86,0.9141040711836372,0.0307649500642207,3.9026998502e-05
80,8.6276,,3.872067,,179.86,1.5324135029937878,0.0307649500642207,3.9026998502e-05
80,16.9166,0.1257,7.5921702,0.05641416,179.86,1.2400886995273686,0.0307649500642207,3.9026998502e-05
80,20.9532,0.1431,9.403796,0.06422328,179.86,1.3531038024112751,0.0307649500642207,3.9026998502e-05
80,25.2378,0.2258,11.326725,0.10133904,179.86,1.4541024094823567,0.0307649500642207,3.9026998502e-05
80,29.3942,0.1291,13.192117,0.05794008,179.86,1.7698151167055696,0.0307649500642207,3.9026998502e-05
80,33.874,0.1647,15.202651,0.07391736,179.86,1.7845780814316248,0.0307649500642207,3.9026998502e-05
80,38.2806,0.1431,17.180334,0.06422328,179.86,1.0882282454879053,0.0307649500642207,3.9026998502e-05
80,42.5164,0.1489,19.08136,0.06682632,179.86,1.5337534974379161,0.0307649500642207,3.9026998502e-05
80,47.4037,0.1912,21.27478,0.08581056,179.86,1.5499835379352687,0.0307649500642207,3.9026998502e-05
80,52.3823,0.2121,23.509176,0.09519048,179.86,1.1464928613130487,0.0307649500642207,3.9026998502e-05
80,27.109484,3.2459385,15.244783,2.0731235,1.0,0.9238697748642211,0.0307649500642207,3.9026998502e-05
81,13.003,,9.096899,,55.11,0.8409469602857198,0.0177589524283496,7.67197418956e-05
81,11.827,,8.274169,,55.11,1.5773431275291787,0.0177589524283496,7.67197418956e-05
81,11.391,,7.9691434,,55.11,1.2896997418169058,0.0177589524283496,7.67197418956e-05
81,17.7696,0.0601,12.431612,0.04204596,55.11,1.7855401694949262,0.0177589524283496,7.67197418956e-05
81,22.1024,0.0733,15.462839,0.05128068,55.11,1.264973456193653,0.0177589524283496,7.67197418956e-05
81,26.8692,0.0851,18.797693,0.05953596,55.11,1.7779169790738403,0.0177589524283496,7.67197418956e-05
81,32.1636,0.0811,22.501654,0.05673756,55.11,1.21157600219406,0.0177589524283496,7.67197418956e-05
81,38.2527,0.0532,26.76159,0.03721872,55.11,1.5936821505599728,0.0177589524283496,7.67197418956e-05
81,45.2496,0.0982,31.65662,0.06870072,55.11,0.8848192723118321,0.0177589524283496,7.67197418956e-05
81,53.3279,0.1188,37.308197,0.08311248,55.11,1.355461710137764,0.0177589524283496,7.67197418956e-05
81,62.4678,0.2103,43.702473,0.14712588,55.11,1.6020597869857243,0.0177589524283496,7.67197418956e-05
81,71.9041,0.4155,50.304108,0.2906838,55.11,1.7247016672198887,0.0177589524283496,7.67197418956e-05
81,35.491245,3.840916,23.995028,3.022667,52.5,1.6225830906174317,0.0177589524283496,7.67197418956e-05
82,10.303,,7.477917,,170.13,0.8369707272011743,0.0314207370753803,7.13827151e-05
82,9.7092,,7.0469375,,170.13,1.1727023413067341,0.0314207370753803,7.13827151e-05
82,9.3698,,6.800601,,170.13,0.8486984723138513,0.0314207370753803,7.13827151e-05
82,15.1952,0.0329,11.028676,0.02387882,170.13,0.909282291114558,0.0314207370753803,7.13827151e-05
82,18.3624,0.0506,13.32743,0.03672548,170.13,1.4753056286674842,0.0314207370753803,7.13827151e-05
82,21.9696,0.0594,15.945536,0.04311252,170.13,1.5132581963116982,0.0314207370753803,7.13827151e-05
82,26.2143,0.0554,19.026339,0.04020932,170.13,1.5737206827516264,0.0314207370753803,7.13827151e-05
82,30.9852,0.0711,22.489058,0.05160438,170.13,1.665456548055663,0.0314207370753803,7.13827151e-05
82,36.1421,0.0536,26.231936,0.03890288,170.13,1.53943146847651,0.0314207370753803,7.13827151e-05
82,41.4621,0.0806,30.093193,0.05849948,170.13,1.600871592106632,0.0314207370753803,7.13827151e-05
82,46.935,0.0731,34.065422,0.05305598,170.13,0.8489637098232793,0.0314207370753803,7.13827151e-05
82,52.8416,0.0821,38.352432,0.05958818,170.13,1.0345351504412985,0.0314207370753803,7.13827151e-05
82,33.35195,3.0718284,23.341097,2.5937116,175.96,1.4218977733752458,0.0314207370753803,7.13827151e-05
83,24.204,,6.89814,,42.02,1.6581253046248232,0.0018079173959739,1.63250548571e-05
83,22.536,,6.42276,,42.02,0.8045001249396592,0.0018079173959739,1.63250548571e-05
83,22.0,,6.27,,42.02,1.31462934211635,0.0018079173959739,1.63250548571e-05
83,1.4434,0.0769,0.411369,0.0219165,42.02,1.4772873993643971,0.0018079173959739,1.63250548571e-05
83,5.0072,0.1231,1.427052,0.0350835,42.02,0.8296072891286133,0.0018079173959739,1.63250548571e-05
83,10.4604,0.2852,2.981214,0.081282,42.02,1.2013555575533879,0.0018079173959739,1.63250548571e-05
83,16.8434,0.3314,4.800369,0.094449,42.02,1.6956348813836968,0.0018079173959739,1.63250548571e-05
83,20.7051,0.2422,5.9009533,0.069027,42.02,1.4716128088558587,0.0018079173959739,1.63250548571e-05
83,24.5387,0.1995,6.9935293,0.0568575,42.02,1.0376583633605974,0.0018079173959739,1.63250548571e-05
83,27.3925,0.2182,7.8068624,0.062187,42.02,1.6527811296319128,0.0018079173959739,1.63250548571e-05
83,29.92,0.2829,8.5272,0.0806265,42.02,1.1480314234095144,0.0018079173959739,1.63250548571e-05
83,17.38286,2.641684,5.890081,0.97234076,40.0,1.6533446711440596,0.0018079173959739,1.63250548571e-05
84,26.799164,2.7768312,9.207066,1.0713896,149.66,1.0989436511189057,,
85,6.5181036,3.4969778,5.677031,3.094827,30.0,1.390320250883149,0.0660156700806662,0.0002064761800174
86,6.3231,,5.69079,,149.48,1.1969400677478341,,
86,6.1554,,5.53986,,149.48,1.074825050755067,,
86,5.9661,,5.36949,,149.48,1.6865575621718691,,
86,6.8419,0.024,6.15771,0.0216,149.48,0.9875936819394914,,
86,8.7655,0.022,7.88895,0.0198,149.48,0.8848115912357631,,
86,10.1977,0.0171,9.17793,0.01539,149.48,1.1419269385456605,,
86,11.4023,0.0206,10.26207,0.01854,149.48,1.5176391476415676,,
86,12.4974,0.0251,11.24766,0.02259,149.48,1.6074316059762817,,
86,13.5932,0.0293,12.23388,0.02637,149.48,1.7987433700667648,,
86,14.6841,0.0304,13.21569,0.02736,149.48,1.096362057011165,,
86,15.8314,0.0597,14.24826,0.05373,149.48,1.207941951131282,,
86,17.1011,0.0953,15.39099,0.08577,149.48,0.9368212780296263,,
86,12.563807,1.7068249,10.767658,1.5700343,130.87,1.3748719296230336,,
87,4.5422,,1.8418621,,36.8,1.7975800372629172,0.0652017736883827,0.0002064761800174
87,4.0062,,1.6245141,,36.8,1.5008810101206587,0.0652017736883827,0.0002064761800174
87,3.3663,,1.3650347,,36.8,1.3952128404133717,0.0652017736883827,0.0002064761800174
87,7.4431,0.0263,3.018177,0.01066465,36.8,1.192369092921794,0.0652017736883827,0.0002064761800174
87,8.9356,0.0301,3.623386,0.01220555,36.8,1.7152987602855547,0.0652017736883827,0.0002064761800174
87,10.4412,0.0334,4.2339067,0.0135437,36.8,1.2969165961303495,0.0652017736883827,0.0002064761800174
87,11.8837,0.036,4.8188405,0.014598,36.8,0.9343669133130615,0.0652017736883827,0.0002064761800174
87,13.1718,0.0352,5.341165,0.0142736,36.8,1.1653784631991335,0.0652017736883827,0.0002064761800174
87,14.4017,0.0309,5.8398895,0.01252995,36.8,0.8671666688477669,0.0652017736883827,0.0002064761800174
87,15.5961,0.0371,6.3242188,0.01504405,36.8,1.0019790376887816,0.0652017736883827,0.0002064761800174
87,17.0883,0.056,6.9293056,0.022708,36.8,0.8176687809999122,0.0652017736883827,0.0002064761800174
87,18.8546,0.0968,7.64554,0.0392524,36.8,1.2532799165001633,0.0652017736883827,0.0002064761800174
87,15.385841,2.3381958,5.6120462,0.90316945,40.33,1.434540264951797,0.0652017736883827,0.0002064761800174
88,9.1877,,7.779226,,78.8,1.1432924623789078,,
88,8.7823,,7.4359736,,78.8,1.2203817715052772,,
88,8.7894,,7.441985,,78.8,1.759209272844576,,
88,3.2197,0.0114,2.72612,0.00965238,78.8,1.5519631215749157,,
88,5.0949,0.0132,4.313852,0.01117644,78.8,1.3408566369449513,,
88,7.3513,0.0223,6.2243457,0.01888141,78.8,1.0845408751118253,,
88,9.8176,0.022,8.312562,0.0186274,78.8,1.6969967987729953,,
88,12.3361,0.0292,10.444976,0.02472364,78.8,1.0350971168806595,,
88,14.7412,0.0359,12.481374,0.03039653,78.8,1.1253427305166772,,
88,16.6027,0.0257,14.057507,0.02176019,78.8,1.7090648144229486,,
88,18.2625,0.0435,15.462859,0.03683145,78.8,1.3295420552850725,,
88,19.9512,0.0834,16.892681,0.07061478,78.8,1.5423179494179768,,
88,15.708014,1.7361138,12.767952,1.5287634,91.23,1.390744794163766,,
89,13.606,,5.568936,,71.53,1.4534392090094952,0.018215935238771,0.0001267543561753
89,13.661,,5.5914474,,71.53,1.0993832915148256,0.018215935238771,0.0001267543561753
89,13.738,,5.6229634,,71.53,1.0413720616266628,0.018215935238771,0.0001267543561753
89,10.2204,0.0482,4.18321,0.01972826,71.53,1.1224923471686652,0.018215935238771,0.0001267543561753
89,13.6487,0.0829,5.586413,0.03393097,71.53,0.9554415640834225,0.018215935238771,0.0001267543561753
89,17.5082,0.1011,7.166106,0.04138023,71.53,1.6743143652908075,0.018215935238771,0.0001267543561753
89,21.5669,0.1025,8.8273325,0.04195325,71.53,1.083246933250114,0.018215935238771,0.0001267543561753
89,25.8489,0.1005,10.579955,0.04113465,71.53,1.3614893944143847,0.018215935238771,0.0001267543561753
89,30.7006,0.112,12.565756,0.0458416,71.53,1.591974425141374,0.018215935238771,0.0001267543561753
89,35.9374,0.1651,14.709178,0.06757543,71.53,1.5838241093757137,0.018215935238771,0.0001267543561753
89,42.095,0.2013,17.229483,0.08239209,71.53,1.238386258584193,0.018215935238771,0.0001267543561753
89,48.5814,0.281,19.884367,0.1150133,71.53,1.2762573085867257,0.018215935238771,0.0001267543561753
89,22.393463,2.6812685,8.976794,1.2110828,66.66,1.794701748935025,0.018215935238771,0.0001267543561753
90,12.562,,5.6993794,,107.09,1.474597476979024,0.0389649562164769,0.000131090686868
90,11.397,,5.170819,,107.09,1.6146384431178826,0.0389649562164769,0.000131090686868
90,10.531,,4.7779145,,107.09,1.702553969219232,0.0389649562164769,0.000131090686868
90,17.5753,0.0275,7.9739137,0.01247675,107.09,1.5875898362293392,0.0389649562164769,0.000131090686868
90,20.9712,0.0359,9.514633,0.01628783,107.09,0.9851793449535676,0.0389649562164769,0.000131090686868
90,23.7522,0.035,10.776373,0.0158795,107.09,1.3621707337375724,0.0389649562164769,0.000131090686868
90,26.3319,0.0354,11.946783,0.01606098,107.09,0.9018941573145449,0.0389649562164769,0.000131090686868
90,28.9217,0.0269,13.121776,0.01220453,107.09,1.4529221265639984,0.0389649562164769,0.000131090686868
90,31.6258,0.0382,14.348625,0.01733134,107.09,1.755349428187811,0.0389649562164769,0.000131090686868
90,34.8515,0.0498,15.812125,0.02259426,107.09,1.3127320643001115,0.0389649562164769,0.000131090686868
90,38.716,0.0593,17.565449,0.02690441,107.09,1.2329724928677672,0.0389649562164769,0.000131090686868
90,42.9928,0.1331,19.505833,0.06038747,107.09,0.8358427514181632,0.0389649562164769,0.000131090686868
90,33.12236,2.2117443,14.22726,1.1181496,106.46,1.7597745223292205,0.0389649562164769,0.000131090686868
91,30.69879,3.2515824,20.659569,2.5135913,34.38,0.9030026841301588,0.0432065572510166,0.0001167474333194
92,9.0216,,2.925705,,49.71,0.841079093304847,0.0179580901931829,9.50657671315e-05
92,8.9881,,2.914841,,49.71,1.0460666115049384,0.0179580901931829,9.50657671315e-05
92,9.0266,,2.9273264,,49.71,0.8655304339183825,0.0179580901931829,9.50657671315e-05
92,7.7062,0.0277,2.4991207,0.00898311,49.71,1.2551178424117624,0.0179580901931829,9.50657671315e-05
92,10.2999,0.0478,3.3402576,0.01550154,49.71,1.3160878012571124,0.0179580901931829,9.50657671315e-05
92,12.7767,0.0512,4.1434836,0.01660416,49.71,1.1125699490285839,0.0179580901931829,9.50657671315e-05
92,15.2172,0.0599,4.934938,0.01942557,49.71,0.8509604825748861,0.0179580901931829,9.50657671315e-05
92,17.5405,0.1031,5.688384,0.03343533,49.71,0.9116003682492267,0.0179580901931829,9.50657671315e-05
92,19.7095,0.0905,6.391791,0.02934915,49.71,1.1845043779899282,0.0179580901931829,9.50657671315e-05
92,21.9759,0.1154,7.1267843,0.03742422,49.71,0.8605284508265362,0.0179580901931829,9.50657671315e-05
92,23.9537,0.1381,7.768185,0.04478583,49.71,1.4981897256099135,0.0179580901931829,9.50657671315e-05
92,25.8816,0.1817,8.393403,0.05892531,49.71,1.007020541524812,0.0179580901931829,9.50657671315e-05
92,15.385841,2.3736231,5.6379504,0.9283619,47.5,1.1020715687836384,0.0179580901931829,9.50657671315e-05
93,5.7698,,2.1417499,,48.31,1.1941257771780975,0.0662625075111129,0.0002064761800174
93,4.9989,,1.8555917,,48.31,1.2166096330691478,0.0662625075111129,0.0002064761800174
93,5.0199,,1.8633869,,48.31,0.8016607076748006,0.0662625075111129,0.0002064761800174
93,5.9548,0.0846,2.2104218,0.03140352,48.31,0.9120703709986976,0.0662625075111129,0.0002064761800174
93,7.5169,0.1051,2.7902732,0.03901312,48.31,1.662764563740878,0.0662625075111129,0.0002064761800174
93,9.3045,0.1198,3.4538305,0.04446976,48.31,0.8012330625119082,0.0662625075111129,0.0002064761800174
93,11.3893,0.1601,4.2277083,0.05942912,48.31,1.3081673558128752,0.0662625075111129,0.0002064761800174
93,13.2333,0.2161,4.912201,0.08021632,48.31,1.2895020065072083,0.0662625075111129,0.0002064761800174
93,14.6248,0.187,5.4287257,0.0694144,48.31,1.133094161010638,0.0662625075111129,0.0002064761800174
93,15.6671,0.1231,5.8156276,0.04569472,48.31,1.2313270201464497,0.0662625075111129,0.0002064761800174
93,16.9543,0.1501,6.293436,0.05571712,48.31,1.5805811375265844,0.0662625075111129,0.0002064761800174
93,18.1676,0.1567,6.743813,0.05816704,48.31,1.6412037062149565,0.0662625075111129,0.0002064761800174
93,11.943215,2.2825224,3.9547703,0.79766315,55.0,1.06034854341525,0.0662625075111129,0.0002064761800174
94,32.3684,4.769984,3.8736577,0.7526749,53.5,1.1224904409677299,0.0136697901853154,1.76788976817e-05
95,15.926534,2.4570372,13.967583,2.2782547,22.09,1.0424828530283328,0.0407548611513102,0.0001234187152233
96,18.885,,4.407759,,154.92,1.2798634005510652,0.0491813573242059,7.3384102534e-06
96,16.548,,3.8623033,,154.92,1.483258357658813,0.0491813573242059,7.3384102534e-06
96,14.675,,3.425145,,154.92,1.0282528754634206,0.0491813573242059,7.3384102534e-06
96,20.3738,0.0905,4.7552447,0.0211227,154.92,1.1307357420548667,0.0491813573242059,7.3384102534e-06
96,25.2975,0.0958,5.9044366,0.02235972,154.92,1.7303846175891504,0.0491813573242059,7.3384102534e-06
96,29.9842,0.1152,6.9983125,0.02688768,154.92,0.8485692898469581,0.0491813573242059,7.3384102534e-06
96,34.4507,0.1093,8.040793,0.02551062,154.92,1.2607696052395663,0.0491813573242059,7.3384102534e-06
96,38.9498,0.1014,9.090883,0.02366676,154.92,1.511558041596778,0.0491813573242059,7.3384102534e-06
96,43.7355,0.1391,10.207866,0.03246594,154.92,0.9504540115574741,0.0491813573242059,7.3384102534e-06
96,48.782,0.193,11.385718,0.0450462,154.92,0.8473740200054819,0.0491813573242059,7.3384102534e-06
96,53.6924,0.1788,12.531806,0.04173192,154.92,0.9382053716385308,0.0491813573242059,7.3384102534e-06
96,60.4164,0.3456,14.101188,0.08066304,154.92,1.718823193530683,0.0491813573242059,7.3384102534e-06
96,32.21968,3.1159196,11.970747,1.3913509,154.6,0.8092597818211235,0.0491813573242059,7.3384102534e-06
98,,,,,,,0.7799996089294549,0.0002001384571189
99,17.581,,3.6445413,,37.97,0.8312835129016446,0.0324371068734491,0.000131090686868
99,16.772,,3.4768355,,37.97,0.9106294675622033,0.0324371068734491,0.000131090686868
99,16.92,,3.507516,,37.97,1.4201492866282963,0.0324371068734491,0.000131090686868
99,21.8018,0.2382,4.519513,0.04937886,37.97,1.0416389087390858,0.0324371068734491,0.000131090686868
99,26.1799,0.3799,5.4270935,0.07875327,37.97,1.3692120504306768,0.0324371068734491,0.000131090686868
99,30.0192,0.2924,6.22298,0.06061452,37.97,1.3901953827661262,0.0324371068734491,0.000131090686868
99,33.9049,0.1919,7.028486,0.03978087,37.97,1.649435333089779,0.0324371068734491,0.000131090686868
99,36.9108,0.2571,7.651609,0.05329683,37.97,0.804741392911874,0.0324371068734491,0.000131090686868
99,41.229,0.2945,8.546772,0.06104985,37.97,1.653369459342367,0.0324371068734491,0.000131090686868
99,45.3392,0.209,9.398816,0.0433257,37.97,1.419119086426974,0.0324371068734491,0.000131090686868
99,51.0288,0.4337,10.57827,0.08990601,37.97,0.9627434861049576,0.0324371068734491,0.000131090686868
99,57.1269,0.3487,11.842406,0.07228551,37.97,1.572937388135284,0.0324371068734491,0.000131090686868
99,40.468887,2.4227595,7.872656,0.6538462,43.65,1.6554915417905858,0.0324371068734491,0.000131090686868
100,31.777613,2.999997,19.325077,2.0107813,103.1,1.0542634837541573,0.0261514250635351,0.0001267543561753
101,9.6712,,5.135407,,80.53,1.718793680902681,0.0177749635049191,5.33702552317e-05
101,9.3574,,4.9687796,,80.53,1.254457430298658,0.0177749635049191,5.33702552317e-05
101,9.3301,,4.954283,,80.53,1.4034244543333214,0.0177749635049191,5.33702552317e-05
101,22.4396,0.078,11.915427,0.041418,80.53,1.7846495336176438,0.0177749635049191,5.33702552317e-05
101,28.1411,0.1487,14.9429245,0.0789597,80.53,1.1615360786391995,0.0177749635049191,5.33702552317e-05
101,34.3347,0.1949,18.231726,0.1034919,80.53,1.613159345820113,0.0177749635049191,5.33702552317e-05
101,40.4335,0.1276,21.470188,0.0677556,80.53,1.1183991178284596,0.0177749635049191,5.33702552317e-05
101,45.8114,0.1729,24.325853,0.0918099,80.53,1.5992135222414912,0.0177749635049191,5.33702552317e-05
101,50.9983,0.1626,27.080097,0.0863406,80.53,1.4007339188626426,0.0177749635049191,5.33702552317e-05
101,55.4587,0.1863,29.44857,0.0989253,80.53,1.0163556952254016,0.0177749635049191,5.33702552317e-05
101,60.3269,0.183,32.033585,0.097173,80.53,1.2140260937892364,0.0177749635049191,5.33702552317e-05
101,65.1386,0.2346,34.588596,0.1245726,80.53,1.1176356343635616,0.0177749635049191,5.33702552317e-05
101,25.889357,2.8613975,15.244783,1.950633,80.21,0.8781083930803639,0.0177749635049191,5.33702552317e-05
102,49.217693,3.059854,13.247113,1.1864691,4.0,0.8298347700996975,0.0167756054757054,1.0340486633e-05
103,40.881,,17.517508,,117.98,1.146478655407181,,
103,39.108,,16.757778,,117.98,0.8190341478174866,,
103,37.128,,15.909348,,117.98,0.9654877575817751,,
103,6.6976,0.0936,2.8699217,0.0401076,117.98,1.5251833208508687,,
103,10.3216,0.1549,4.422806,0.06637465,117.98,1.508091235683588,,
103,13.5324,0.1465,5.7986336,0.06277525,117.98,1.5385803864573826,,
103,17.6408,0.1502,7.559083,0.0643607,117.98,1.1171531711299787,,
103,21.8162,0.175,9.348242,0.0749875,117.98,1.6900194571176956,,
103,27.6312,0.2322,11.83997,0.0994977,117.98,1.3938305480284476,,
103,35.281,0.2753,15.1179085,0.11796605,117.98,0.9260263417466266,,
103,44.5496,0.3362,19.089504,0.1440617,117.98,0.9437186614555342,,
103,53.9884,0.4856,23.13403,0.2080796,117.98,1.4930954269297017,,
103,27.804895,9.091286,12.945572,4.7323875,135.0,0.9729439364420781,,
105,6.8072,,2.5561037,,52.53,1.3072927015820435,,
105,6.425,,2.4125874,,52.53,1.7917744759287109,,
105,5.9535,,2.2355392,,52.53,0.8040076047333395,,
105,8.8456,0.0567,3.3215227,0.02129085,52.53,0.816579801897557,,
105,10.6405,0.057,3.9955077,0.0214035,52.53,1.7930845819305066,,
105,12.3021,0.0647,4.6194386,0.02429485,52.53,1.3846388341341656,,
105,13.9555,0.0782,5.24029,0.0293641,52.53,0.9269099755185132,,
105,15.5175,0.058,5.8268213,0.021779,52.53,1.6973021997540938,,
105,17.0737,0.0801,6.4111743,0.03007755,52.53,1.6803803001276922,,
105,18.5467,0.0937,6.964286,0.03518435,52.53,1.3362004131113752,,
105,20.2431,0.1148,7.601284,0.0431074,52.53,1.4217920298607565,,
105,21.9326,0.1077,8.235691,0.04044135,52.53,1.0731871915008764,,
105,14.6258545,2.6605048,7.3302917,1.4146862,50.5,0.8505196963720052,,
106,33.505898,2.4688058,5.795905,0.49666303,79.08,1.3945676088908643,0.0299080239036567,0.000131090686868
107,7.34719,1.4379901,6.1818895,1.2611645,160.0,1.094755193202763,,
108,8.8012,,6.08691,,146.69,1.4636210466603519,0.0175274589462821,8.50588442755e-05
108,9.0719,,6.274126,,146.69,1.6362451768426012,0.0175274589462821,8.50588442755e-05
108,9.5681,,6.617298,,146.69,0.8181605439143641,0.0175274589462821,8.50588442755e-05
108,9.9865,0.0552,6.9066634,0.03817632,146.69,1.3957137746857273,0.0175274589462821,8.50588442755e-05
108,12.2378,0.058,8.463662,0.0401128,146.69,1.0312805396868523,0.0175274589462821,8.50588442755e-05
108,14.3928,0.0709,9.954061,0.04903444,146.69,1.6738884979038016,0.0175274589462821,8.50588442755e-05
108,16.7996,0.0708,11.618604,0.04896528,146.69,1.0536645065618284,0.0175274589462821,8.50588442755e-05
108,19.3705,0.1219,13.396638,0.08430604,146.69,1.4107701332354183,0.0175274589462821,8.50588442755e-05
108,22.3519,0.0949,15.458574,0.06563284,146.69,1.3535408400896114,0.0175274589462821,8.50588442755e-05
108,25.6286,0.1445,17.72474,0.0999362,146.69,1.196166500059249,0.0175274589462821,8.50588442755e-05
108,28.9805,0.1183,20.042913,0.08181628,146.69,1.477620763599794,0.0175274589462821,8.50588442755e-05
108,32.5938,0.2035,22.541872,0.1407406,146.69,1.525769634715434,0.0175274589462821,8.50588442755e-05
108,18.75518,2.504753,13.035307,1.9202502,148.5,1.3669377953193869,0.0175274589462821,8.50588442755e-05
109,4.864,,2.891648,,46.85,1.5584222371847543,0.0161151485672131,0.0001140789231027
109,4.7962,,2.851341,,46.85,1.7834170759929378,0.0161151485672131,0.0001140789231027
109,6.1623,,3.6634874,,46.85,1.2192723879008052,0.0161151485672131,0.0001140789231027
109,16.7824,0.0345,9.977137,0.02051025,46.85,1.3145830518855308,0.0161151485672131,0.0001140789231027
