teff,radius_km,mass_mjup
6533.3,785245.6,1264.481
9657.5,1678419.1,3118.211
4091.0,361837.8,475.83
2222.8,149804.7,157.135
3480.9,258754.3,337.564
6477.0,884741.5,1416.894
5408.8,598145.8,819.895
4356.9,471373.1,641.654
6793.9,810082.4,1183.628
4781.6,563210.3,775.782
6962.8,875169.4,1400.829
5833.5,701819.5,1101.487
7763.3,1042171.2,1789.684
4714.2,468762.8,701.067
5633.7,708100.8,1088.985
3228.4,330823.8,409.908
3545.1,295980.3,323.348
8152.3,1235347.9,2077.542
3963.0,440736.7,624.961
5720.5,625940.5,1004.36
4415.3,429125.2,580.083
3135.2,285643.8,327.266
3989.7,398755.4,529.694
7282.5,1038172.1,1670.241
5362.7,567487.3,821.325
2244.4,158075.5,157.135
3972.6,321713.7,441.414
8767.6,1368669.7,2207.923
3714.8,329914.7,441.929
2099.4,158683.1,157.135
8683.0,1338336.4,2414.061
5494.0,617983.3,909.952
3982.1,378079.3,496.223
3608.7,319135.7,389.211
6542.4,823029.8,1256.043
3355.1,297610.8,339.224
6419.3,900548.3,1324.558
5190.9,577353.9,812.736
4931.5,510675.4,639.47
4082.3,441758.6,590.352
3883.0,377422.1,455.976
6701.0,802621.5,1219.425
2751.0,222946.3,261.403
2326.8,153897.1,157.135
5477.3,610086.6,861.46
4967.5,600439.9,873.202
5102.0,556999.2,773.153
4763.9,543722.2,729.266
3582.5,325209.4,405.501
5539.8,574105.2,990.376
4228.2,422774.6,506.099
3343.0,288116.5,354.561
3537.5,314206.5,408.337
9061.2,1392487.7,2675.501
2205.2,149964.7,157.135
4786.7,537208.4,785.429
2193.7,146991.1,157.135
3930.3,360831.5,481.171
3487.1,310820.4,370.179
2345.8,168804.4,157.135
4826.1,536007.7,718.364
3440.1,331427.3,386.516
2146.9,149657.9,157.135
5799.2,691470.8,1032.833
7251.3,1031536.7,1668.912
7423.9,1012359.4,1744.716
4772.0,493952.5,701.158
4250.2,430402.4,544.881
7054.1,995362.5,1531.214
7994.3,1188374.2,2037.115
6248.6,783192.9,1308.972
2728.4,214967.5,245.835
4584.6,424131.4,617.521
4796.0,533481.7,748.19
2118.3,154468.9,157.135
5171.4,534520.8,766.403
9834.0,1754318.4,3278.901
5295.7,617528.5,879.344
7545.8,1048468.4,1721.376
4399.4,424177.1,608.417
3593.1,377069.4,494.943
4839.9,522489.6,713.882
3101.7,256018.8,272.046
2859.8,212158.4,241.468
6252.2,930997.7,1456.759
7734.6,1013320.2,1586.723
2599.3,209238.9,236.208
5780.9,791405.4,1145.462
4070.9,401955.6,489.492
4771.6,534002.2,690.421
4934.7,551109.6,760.778
5962.7,855243.7,1170.048
4455.8,409470.3,561.219
7201.5,1105073.4,1635.829
4347.8,507856.5,673.714
5520.3,640176.5,868.252
2946.6,230228.4,268.25
10196.7,1679515.7,2990.28
5052.3,582048.7,766.69
5993.0,600412.3,932.675
2207.9,151268.5,157.135
2935.2,211625.9,270.542
6925.7,881367.4,1423.772
4531.6,462415.2,661.596
2308.4,150857.3,157.135
5518.6,904959.8,1212.223
3272.7,307230.6,338.733
7186.5,925408.6,1637.352
3922.3,388951.7,489.146
4284.7,475432.0,619.197
6813.7,841767.1,1357.736
2789.3,226462.3,254.717
2760.9,214002.0,235.877
3769.6,329732.0,448.133
5818.0,648090.1,1022.567
2530.9,171205.5,179.628
2253.0,153268.7,157.135
5889.7,657169.8,1019.726
3223.5,260818.5,322.953
3419.0,309491.8,382.738
2222.9,159418.1,157.135
3073.1,257422.8,303.765
4167.5,432056.3,521.834
5970.3,704398.2,1111.254
2901.1,245850.4,282.001
7897.9,1144969.4,1996.47
2917.6,265163.5,302.403
3080.2,247847.4,302.76
7592.5,1187777.3,1812.41
4783.5,421618.5,622.576
3452.6,305566.9,336.49
3683.1,363863.8,463.324
7105.9,984642.0,1562.273
7442.5,1101381.1,1711.403
2913.3,246799.2,271.834
3990.3,375567.7,507.375
4177.9,437216.7,564.594
2959.8,232716.1,237.136
3929.6,369456.1,501.986
4151.3,446594.6,527.284
5846.9,851248.0,1315.996
6869.6,853284.0,1389.249
3752.2,309632.0,402.678
3594.3,344878.8,441.873
5232.2,557141.5,896.775
3286.7,268876.2,327.616
5184.1,577473.2,843.733
4018.3,358490.5,489.118
2733.3,222448.6,240.376
2994.0,213676.8,242.822
7127.3,985808.0,1685.201
4272.8,356089.7,462.843
8316.9,1173362.5,1969.269
3434.8,288531.9,347.063
4407.7,466377.9,663.901
11113.4,1884082.9,3610.921
2733.9,201954.4,223.922
2053.8,144062.8,157.135
6487.5,904487.2,1480.77
2970.6,241821.9,269.648
4030.8,406488.3,516.338
3161.0,271251.0,327.423
4753.3,492270.2,651.686
2689.2,206534.4,244.058
3731.9,339963.1,454.153
4773.1,528341.1,754.426
2778.0,225224.0,232.956
2877.0,257006.1,298.643
3482.5,315627.9,396.823
2144.6,172141.0,165.995
3403.6,300520.5,373.495
4412.4,483294.3,577.777
3583.2,301610.1,380.486
3557.9,319497.3,421.89
4141.0,391955.7,516.673
3114.3,259062.8,309.507
5700.4,600316.3,916.333
7250.4,1150792.5,1670.219
3008.9,301518.8,361.117
5149.7,560219.9,776.248
3642.7,335196.6,432.828
4683.0,492282.6,704.858
7783.5,1156405.1,1854.403
4738.0,511041.6,791.065
2242.2,144038.3,157.135
5012.6,529871.5,756.972
6814.0,948334.3,1418.024
3648.7,340598.4,439.16
6350.3,776669.7,1171.26
2973.2,256916.4,301.051
2190.2,163915.1,158.578
4302.0,405076.9,588.288
2262.1,158225.4,157.135
3662.1,339599.5,432.774
7208.9,961217.0,1481.071
2262.0,146387.7,157.135
2447.5,175668.0,187.222
2724.2,204751.5,228.544
4101.8,365531.5,498.907
3560.5,296631.7,391.003
6679.4,958466.0,1621.358
6269.9,745522.8,1132.93
5012.8,530471.8,782.576
4453.6,432544.7,590.407
4710.7,469436.4,720.795
2683.8,225433.5,262.112
5269.3,732264.2,1047.622
2513.7,202470.8,214.272
5841.2,683030.5,1029.35
6941.4,870628.3,1365.624
4502.7,440026.3,622.277
3649.3,387575.7,455.519
4653.3,574658.3,724.919
2360.5,153770.9,157.135
4379.8,553745.7,669.841
4246.2,359677.2,479.19
4315.8,363981.5,504.036
5916.3,609314.9,927.828
4025.8,377329.3,494.324
2546.0,215461.6,209.464
3915.4,360349.5,468.479
4354.4,400562.6,554.403
4170.0,412186.5,575.981
4173.8,470451.3,598.209
6141.6,822434.8,1213.278
2557.7,193994.9,218.811
4609.3,408212.2,604.89
6704.3,869151.0,1484.761
2244.1,166215.4,157.135
4569.2,465243.5,606.817
3397.2,275383.2,327.566
3548.7,346102.1,389.433
2881.8,246377.1,253.22
3664.3,358234.5,457.971
8939.6,1310967.8,2315.371
2582.3,172084.8,189.509
2366.8,185674.0,204.559
2594.9,160548.1,183.867
7969.9,1131711.7,2112.407
3473.3,272621.3,361.711
4056.8,415708.7,514.289
3465.7,285586.3,379.496
2769.9,240063.7,245.264
3572.2,331680.4,434.389
11236.2,2130376.1,3806.856
7079.0,964439.1,1612.152
2749.9,213594.5,264.03
5089.5,648066.6,884.774
2775.6,251209.9,268.626
2189.1,145754.0,157.135
6283.0,759772.1,1194.016
6338.5,808311.7,1337.253
6476.4,781087.0,1219.83
3365.3,297304.3,359.524
3776.7,353260.1,458.997
5531.3,592733.7,960.725
5059.1,500526.7,719.788
3300.8,321721.6,382.303
2388.6,150924.2,157.135
4445.6,423835.0,575.49
6306.3,766184.1,1252.664
2644.2,179411.5,199.998
5218.0,648439.6,878.511
4724.0,468278.0,685.837
5410.0,673156.4,961.021
6035.5,704039.4,1060.163
3002.7,258992.8,299.998
2230.9,147025.3,157.135
3386.6,278867.4,341.546
6097.2,709992.0,1074.919
3178.4,275014.0,339.219
3183.8,260187.7,300.1
2149.4,156037.2,157.135
7597.7,1381475.0,2155.797
5531.3,691293.8,1021.365
5761.8,597680.5,976.438
6032.1,791844.2,1145.21
5046.1,574742.5,835.659
3711.4,378179.8,431.187
3828.7,387711.6,460.112
3526.2,296300.4,371.992
11076.6,2268952.1,4388.746
5091.3,556134.5,821.77
3406.6,296904.2,361.286
4667.3,559036.2,764.021
2573.2,220570.4,232.475
7383.8,1104391.4,1765.056
3131.8,262392.3,308.182
5002.9,626113.1,786.251
6140.6,781572.8,1239.577
4658.9,473431.6,715.896
4178.2,396418.4,566.56
4153.4,433964.6,529.617
4198.3,384551.0,501.68
2963.7,278227.7,329.865
3495.3,291598.9,365.479
7384.5,1015960.9,1729.967
3994.5,358872.5,481.053
3121.8,246961.9,278.71
3220.0,285590.7,346.32
6611.4,831709.8,1274.415
5102.4,629452.1,904.989
5147.5,562427.2,824.701
3647.9,315239.1,426.627
5157.9,536286.5,833.409
3030.6,307572.7,312.561
3745.3,364609.7,425.908
6435.7,799961.3,1147.13
5590.4,680097.0,1062.132
2772.0,212663.9,237.965
2995.6,221395.7,263.48
4218.9,402130.6,573.095
8650.3,1182916.3,2110.219
2197.4,162964.4,157.135
4550.0,499587.7,657.049
2255.6,157060.0,173.207
3180.7,261802.1,314.895
3528.6,328586.0,391.409
3538.2,296675.2,374.113
3212.6,284896.6,341.47
3987.9,410360.9,528.085
3355.0,289094.2,341.069
2397.0,157925.6,161.555
5737.6,640605.5,984.318
5959.0,632793.4,963.133
5868.5,651469.2,1035.839
2282.4,141055.8,157.135
4736.3,482644.5,668.04
5694.8,644793.9,905.261
2833.8,192182.1,228.697
3927.2,408242.3,528.922
4026.1,386282.8,478.066
8675.9,1197677.9,2317.042
8805.3,1365857.2,2476.024
2082.4,165593.0,157.135
10495.6,2054503.2,3917.921
2785.0,202088.8,251.103
5721.4,778585.3,1157.222
5959.3,720982.2,1147.772
2815.1,218092.3,235.337
4870.3,531559.7,781.313
3926.1,372529.8,481.442
4894.9,557136.8,820.723
4538.2,464599.6,632.29
6753.3,841547.7,1376.892
3979.3,415604.1,557.919
3705.8,338757.8,458.591
6041.2,831715.0,1270.0
5269.2,587136.6,838.146
5523.9,591871.2,946.926
3120.0,274093.4,307.309
2667.9,202264.8,226.12
3292.9,279880.4,332.26
3225.8,278736.8,318.342
5499.2,675593.5,989.352
5903.1,796158.6,1152.857
3829.6,356957.6,463.325
7218.4,1060575.7,1663.424
7702.0,973335.8,1581.778
4438.7,480393.2,638.809
2968.4,240467.8,270.719
7854.4,1176168.6,1868.801
4216.8,399027.1,499.833
4162.1,424746.5,581.218
3759.8,311463.9,399.319
2838.3,225009.2,256.304
2499.0,149519.4,160.752
5350.3,571185.4,874.35
2837.2,217199.9,279.248
13909.7,2663476.9,6180.408
2782.8,219499.7,218.804
2470.0,172226.2,190.589
5006.9,611778.1,792.008
7788.4,1094924.5,1800.698
4136.5,416319.4,553.08
5102.8,537111.8,832.657
2152.6,152544.4,157.135
3332.7,284319.7,304.125
2524.7,216587.4,221.012
2250.7,154614.4,157.135
4366.5,407599.3,576.932
2234.3,145381.9,157.135
2281.2,163566.1,180.889
3162.0,301830.1,340.536
2984.9,254152.5,268.677
4646.8,521999.6,722.644
4254.1,480179.0,671.636
5949.3,769689.3,1078.973
5343.6,619212.9,962.754
6636.4,837480.9,1316.636
4050.3,409202.3,524.215
4571.9,466291.2,670.494
5032.1,539308.3,792.886
4133.7,423240.5,588.52
3368.8,332637.7,381.209
3537.0,355556.0,401.63
2807.9,237683.1,271.666
4983.2,518382.6,737.475
3886.3,365655.7,486.716
2951.8,261078.6,307.66
3060.0,254123.9,307.89
2519.2,182559.1,197.944
5954.9,768193.8,1155.515
4285.8,412699.3,559.368
2953.3,227363.7,261.94
6230.8,668018.2,1007.333
3413.8,274536.8,334.214
2171.5,158130.6,169.007
6078.3,803369.1,1195.664
3256.1,259169.4,340.563
3546.2,332747.9,377.63
4002.3,413900.0,542.743
6339.4,862170.9,1318.522
3919.4,420510.9,533.573
2460.5,178358.5,199.752
4973.8,543065.9,813.838
3319.1,278105.4,355.169
8338.8,1335597.8,2404.111
4248.1,414277.7,524.553
2278.1,148121.7,157.135
4453.4,519619.3,700.259
8955.3,1245921.4,2516.462
7243.0,1084693.9,1869.62
9017.0,1381762.1,2296.229
2890.1,205672.7,230.816
5888.2,691544.4,1095.051
2952.3,243220.6,293.416
4355.5,397622.0,629.046
2402.6,167503.7,188.212
3138.3,278568.6,312.336
3286.9,251432.8,304.435
6097.8,698119.9,1083.117
5865.7,597019.8,1000.997
4599.7,441081.0,656.248
2264.4,177887.6,176.821
3494.7,337728.2,408.42
3032.6,231918.7,287.767
5529.1,679576.7,1058.2
6649.5,854437.5,1356.894
6459.2,745137.4,1230.031
3080.6,222556.9,285.663
2281.1,151299.6,157.135
2074.7,156938.3,157.135
7643.2,1031168.4,1651.014
3265.0,322906.0,379.964
3001.2,228288.5,286.7
8119.6,1157775.1,1972.933
6901.7,892971.2,1455.416
3921.1,404924.1,535.474
3474.6,327846.4,414.467
3919.2,355706.8,472.004
4570.4,398563.1,630.504
7449.0,1190320.8,1906.329
4921.3,534414.9,737.98
5153.0,593579.9,942.522
6711.1,871147.2,1347.18
2461.9,184161.8,204.548
5556.8,637801.4,964.679
3616.3,318608.1,414.078
2341.7,156658.6,157.135
2257.2,146530.2,157.135
2647.0,196576.5,231.121
5135.0,596678.0,805.581
4660.8,426974.1,575.455
4533.6,447550.5,609.129
8947.7,1457883.6,2529.364
2370.0,170836.4,188.799
3942.9,384215.5,513.546
4747.0,494655.1,671.017
2931.5,230565.8,290.059
4133.6,412244.2,537.15
2367.8,146853.7,157.135
7255.6,1036984.1,1635.492
2973.7,265118.8,303.121
10107.7,1514313.7,2698.803
4327.7,361771.6,511.464
6308.7,772737.2,1202.264
4208.8,364697.8,502.95
3993.1,391753.8,512.178
3324.3,244691.1,327.922
4215.2,400237.7,577.929
4399.8,521532.3,678.392
3304.5,245948.1,279.056
3672.9,362849.5,474.696
3233.9,258143.5,321.105
10440.8,1670258.4,3350.145
4023.3,381631.1,488.4
7589.0,1065675.9,1823.948
3764.6,381270.1,448.449
4561.5,468824.7,647.041
2445.8,171283.4,181.011
3412.4,279956.6,366.189
4435.9,450338.7,622.112
7343.9,1122913.7,1884.875
4843.4,453400.8,627.878
7290.9,953495.0,1601.339
5334.4,615070.5,879.906
7678.4,1233071.7,1948.82
3833.2,388184.5,500.629
11080.4,1979384.0,3603.787
3338.9,302001.4,355.052
3076.0,257845.2,283.087
2377.3,177978.4,197.999
11120.6,1780801.6,3435.895
5893.7,672146.8,1016.22
3560.0,331688.5,401.087
6887.0,931870.1,1436.611
5553.2,627612.2,913.847
8554.1,1485850.6,2560.506
2390.7,148273.1,157.135
3743.5,352652.4,423.941
3297.3,312589.2,361.659
2139.5,157763.5,157.135
6516.8,798412.0,1233.945
3695.5,348498.2,422.223
5612.4,616745.1,952.911
10586.4,1851251.9,3516.425
3404.8,323622.9,394.953
3519.3,285515.1,373.919
4252.7,442540.9,577.715
6077.4,710777.2,1163.37
3576.4,271925.7,332.531
3281.0,267064.5,315.751
6492.8,763075.1,1230.828
5307.0,513137.4,712.369
2270.1,153017.2,157.135
2505.9,174382.3,195.566
7281.9,1084180.2,1760.41
4718.5,499307.9,725.865
2769.4,274593.3,284.062
3937.6,356722.1,457.655
3905.1,380797.4,530.657
5698.5,612424.6,949.922
2359.8,176615.0,175.707
2926.7,228071.8,266.593
4553.6,445898.3,654.208
4148.9,391747.7,484.439
5400.2,566915.7,832.4
2486.9,187218.5,194.919
4552.0,528121.2,700.126
6582.7,820399.4,1265.422
4781.8,617671.6,777.262
4061.3,401717.7,587.314
4010.5,361254.3,485.984
3064.7,230730.9,267.907
3905.6,427920.6,495.429
6899.3,986694.6,1449.033
3830.7,395437.3,477.003
2938.7,216786.7,256.301
3501.1,281760.9,353.098
4384.4,437187.9,617.275
3373.7,302570.2,388.554
4687.5,589821.5,776.314
5234.9,554019.3,800.159
5586.7,706181.2,1074.794
7360.6,1041919.7,1653.587
6296.6,700066.7,1171.472
2748.7,219775.0,247.285
2820.5,211648.0,253.48
4125.0,375675.5,493.925
3298.6,290642.4,364.981
2490.7,186138.8,209.781
3388.1,304541.7,367.781
3552.1,298100.0,358.18
3324.6,256762.3,305.516
3583.8,332698.1,407.057
6385.3,819457.7,1357.185
4620.4,470987.2,616.474
10348.9,1950073.5,3848.703
4420.5,436175.9,602.364
3629.1,319113.8,415.583
4310.5,396586.0,526.778
4791.2,518633.0,645.585
4689.5,528345.8,745.624
9498.7,1442283.9,2799.176
2841.1,243043.6,265.656
5709.0,680310.4,1049.174
4554.2,464252.1,620.717
2205.7,147959.6,157.135
5617.8,701502.6,977.07
7076.0,880092.7,1458.309
3073.6,247039.7,263.129
4118.9,377690.5,521.26
2246.0,150291.6,157.135
2354.0,190702.6,190.37
6641.7,793454.7,1221.776
3453.9,332008.8,360.525
2628.2,193247.0,214.833
4497.4,470167.4,631.673
3358.7,314424.5,344.617
3486.1,273979.2,359.247
5705.1,594114.3,952.676
2729.0,181912.4,205.861
2864.9,232585.1,253.107
4664.1,407950.0,594.442
6300.1,770586.7,1146.766
6713.7,913154.3,1424.09
2924.0,288367.7,307.192
5982.1,771951.4,1117.54
3170.8,245905.0,279.082
8268.9,1390829.3,2287.465
2596.3,198001.4,210.553
7025.5,921310.0,1531.612
3256.9,247600.3,309.322
9055.4,1424844.2,2659.607
5008.5,584953.9,845.558
2776.0,209767.3,231.513
3213.8,256939.0,344.665
5201.7,655216.8,985.359
6722.2,790283.8,1226.328
4121.5,393107.4,495.942
4486.0,446942.7,544.266
5744.1,658858.7,967.397
4428.0,416461.3,583.863
2462.5,158767.5,185.12
2923.0,245305.6,272.672
4585.3,446050.1,634.561
6522.7,915335.3,1398.299
7508.4,1216863.0,1930.968
5520.4,612577.6,984.048
4831.0,495325.9,661.809
5259.7,692084.0,959.989
2975.2,274069.0,306.774
3933.5,326584.1,464.035
2883.3,225490.7,270.231
2519.0,167870.9,191.92
4862.9,509545.3,686.947
4485.5,460618.1,609.692
5256.3,544980.2,913.818
5360.2,560790.7,815.305
4641.7,487247.7,638.42
5119.2,577414.8,822.237
4013.1,392325.8,507.273
4898.7,512986.4,732.307
3011.8,237742.6,292.436
4443.1,507655.7,707.259
5512.3,617604.1,899.761
3207.2,268084.2,306.05
3805.6,428607.0,547.422
3243.9,268953.8,317.629
3545.7,301145.1,343.482
2482.4,190239.4,212.059
6785.2,842330.2,1456.138
6232.5,815028.8,1239.284
5422.8,569702.0,809.623
9460.9,1463617.5,2573.059
3655.5,332641.2,450.76
14054.9,3091734.0,6043.632
4088.0,358213.6,437.065
4417.1,465181.4,644.91
3479.5,295618.1,381.03
4846.2,537110.0,708.753
5584.2,649336.1,1029.548
4188.1,416514.7,478.972
8204.3,1220641.1,2198.028
4256.4,509030.8,636.625
4462.1,472228.4,652.907
2908.0,241117.2,252.367
4684.9,505410.5,735.624
3918.5,367539.0,471.272
3270.8,281572.2,321.586
2847.4,250833.8,280.812
11724.4,2368200.6,4521.665
3726.3,329657.6,424.585
2336.4,157147.6,162.269
3018.4,271661.7,299.091
4026.6,373825.2,503.654
5035.7,586032.0,815.67
5260.9,566247.1,821.032
5479.7,625668.9,905.725
3104.5,265275.5,312.234
4777.7,479322.7,690.773
2823.9,224628.3,259.155
3242.2,270438.9,318.644
2876.8,220410.8,250.601
2783.2,201291.1,201.486
6190.4,836241.2,1237.812
5362.6,633184.3,914.524
5902.0,723297.2,1153.491
3983.5,394036.3,541.927
5487.0,729103.1,981.892
2295.8,144999.2,157.135
5959.1,702358.7,1052.596
4440.8,456934.0,605.582
5199.2,590544.2,870.301
4669.4,486481.1,713.164
2646.5,203705.5,236.98
2186.2,148397.9,157.135
2912.2,244140.8,295.776
5417.2,615786.2,827.756
5807.7,624380.6,915.616
2179.2,161444.8,174.342
2783.9,213814.3,238.12
3086.7,259669.2,293.122
3568.0,312531.1,393.663
2305.0,174034.0,175.171
2400.1,150191.3,166.903
2982.9,249886.4,270.732
4409.5,423037.3,562.821
2465.5,186557.6,202.756
3690.1,358879.3,478.244
6369.8,744996.7,1232.181
2326.9,159122.8,183.89
3922.1,337329.0,444.555
5671.7,798206.1,1199.074
3388.4,291362.0,374.789
3164.0,255959.0,330.672
6444.1,809954.7,1340.926
3649.9,322350.9,410.214
6478.8,802007.0,1278.658
4983.2,524485.4,741.855
3668.1,337946.7,398.277
4923.7,580580.7,772.81
5058.7,544121.6,679.733
6517.4,712828.0,1195.336
3235.5,269339.5,337.489
4132.0,425723.0,542.754
3933.5,376130.4,499.633
5506.3,658074.7,926.047
2600.4,208866.7,229.81
5964.6,834579.2,1191.58
4521.5,569687.1,764.533
2365.6,180602.0,181.659
6938.6,854657.1,1390.187
9992.0,1682099.7,3177.706
6095.0,752154.4,1177.126
7343.1,931703.5,1658.158
4063.1,455286.8,562.421
2237.7,158300.0,157.135
2316.5,149900.4,157.135
4584.5,503702.2,644.852
3347.5,264837.6,325.828
2973.3,202500.5,251.235
4091.2,404322.3,499.137
5089.3,558498.9,862.256
2244.5,155381.3,162.823
3684.1,302839.3,365.657
7603.5,1080329.1,1772.703
2668.7,208816.1,220.714
5605.3,722051.5,1058.273
3349.0,301049.7,355.243
5239.4,547108.3,815.096
6362.3,824257.9,1271.293
5395.5,598809.0,954.179
5826.9,777871.9,1092.413
2694.6,177631.3,207.55
6573.8,806722.0,1288.137
2960.6,216286.3,264.082
4617.5,456287.3,647.174
4324.8,473175.8,646.498
5022.9,533058.0,776.201
4884.8,526764.9,688.836
2878.2,235007.8,265.979
2466.5,163835.2,176.9
5935.5,697877.1,1060.482
4552.2,479668.4,609.85
6506.6,878988.9,1325.754
4158.1,367425.0,506.436
2187.7,156385.3,169.19
6039.1,764272.5,1143.738
3621.6,320916.1,389.539
4746.0,473559.1,691.644
3288.9,273779.2,311.581
7876.8,1105303.1,1975.544
2808.1,242826.5,259.05
3340.4,330703.3,400.019
4220.7,405441.5,572.517
2686.4,192806.7,217.73
4812.7,482060.1,685.272
7397.8,1140850.2,1924.642
3514.9,288844.0,353.606
4608.4,487739.6,721.907
2224.7,142239.1,157.135
3932.2,401276.5,508.81
3662.6,331883.5,407.959
2949.3,237429.3,271.461
6491.7,814905.0,1255.13
3857.1,314509.8,403.642
3865.3,360349.3,455.055
3430.0,356394.5,387.404
2277.1,161733.7,157.135
2799.1,190196.7,210.856
6179.0,724708.4,1139.105
2321.7,132184.8,157.135
2815.4,257667.8,283.12
3532.6,321796.5,380.434
8162.1,1199021.7,2140.173
5420.2,611704.8,975.422
3261.6,263832.3,335.098
6942.3,949152.1,1502.315
2957.3,247250.7,289.068
6182.9,794305.7,1184.039
2347.0,167422.4,175.62
6476.6,839319.1,1246.871
3501.1,313855.5,378.473
2740.7,214999.7,229.195
3893.5,313505.3,440.738
4672.0,450064.6,656.526
3346.9,285746.3,352.386
4699.1,603909.0,820.474
3297.8,302008.3,328.196
5058.8,592324.8,865.589
4866.5,516373.4,749.823
4046.8,349069.5,499.871
3607.8,314475.6,367.873
4675.7,429443.7,593.226
4916.1,661808.7,818.031
8897.8,1457705.6,2765.737
6044.8,815033.0,1119.382
6114.1,779739.9,1152.863
13518.8,2785331.8,6326.456
5027.3,564847.6,795.732
5087.7,568686.0,775.901
5166.1,623239.4,925.948
2615.0,217825.2,232.832
3330.1,313218.8,367.126
3304.1,297607.5,349.158
5454.0,607290.1,884.802
3759.9,337395.8,456.268
4329.9,435970.6,586.894
6928.7,814202.6,1261.218
5568.8,635867.0,1052.65
3729.8,363760.1,460.87
3205.2,258655.3,305.973
6716.8,780087.0,1310.773
5675.0,648455.8,979.587
2403.2,150149.3,157.135
3647.9,360288.5,407.922
4036.1,450345.8,599.945
5614.4,696613.3,983.494
5763.4,715635.9,1093.243
4842.3,437747.9,660.007
5376.5,603797.1,841.43
3934.9,403727.2,552.878
3287.5,254950.6,305.023
3818.8,320924.6,425.342
4064.6,406742.6,533.124
4016.9,412897.1,510.556
2363.5,159789.8,157.135
3217.5,335405.6,381.12
4255.0,452565.8,549.355
3811.4,301448.3,418.506
3686.3,321656.4,430.321
5104.8,500951.0,777.997
2656.4,206080.2,220.063
2166.5,147314.3,157.135
3438.3,312113.1,396.572
5720.2,648142.8,971.899
7863.3,1211279.2,2045.619
5268.8,615410.0,986.112
2272.5,145872.1,160.801
3645.4,344657.2,435.364
4319.2,501545.2,645.659
4402.0,448328.2,605.812
5236.4,544799.4,810.845
2826.1,199067.6,250.734
4019.5,437817.5,553.237
4934.6,505978.2,736.706
5940.2,643714.9,1021.33
3226.8,218561.2,274.271
3766.8,298214.3,397.536
2147.4,145352.5,157.135
3292.1,264987.9,318.178
3342.0,268743.7,344.061
2587.5,209397.2,230.848
4418.1,439989.0,599.992
4313.9,431526.3,501.88
2345.0,140050.1,157.135
4279.9,463735.9,624.61
2812.6,221957.4,248.466
5068.3,520039.9,776.555
2274.8,176024.1,186.867
3864.8,424165.5,537.878
3668.2,335144.1,417.902
4648.2,521619.4,670.296
3992.1,389089.4,580.531
3744.7,325602.1,427.439
2334.8,164182.0,157.135
2233.7,161662.1,159.646
3237.3,282273.9,327.96
4166.8,423528.4,521.535
3254.7,245750.9,321.584
4917.6,623387.1,868.971
3521.6,352657.1,419.231
2726.3,207928.9,241.227
3529.4,381635.0,419.612
4746.1,467655.9,629.843
4777.5,442358.5,682.167
8332.3,1369769.1,2385.689
3094.2,250897.2,306.241
4150.5,404711.5,494.839
4727.9,541545.8,740.158
4188.1,382718.9,515.209
3529.8,312517.4,350.723
2346.9,159843.5,157.135
3350.1,276318.7,347.848
2787.2,198830.8,220.996
2189.3,156501.9,157.135
3275.4,235354.3,276.499
2705.6,200435.6,225.787
5412.7,584359.0,840.44
5131.3,559221.9,852.243
2896.2,199918.0,253.41
3760.3,342571.1,425.698
2154.0,138072.3,157.135
3222.3,276976.7,352.503
4759.9,473879.1,724.144
5955.1,627493.3,1020.727
2849.2,258242.1,295.539
6153.2,780034.8,1225.548
2355.7,150551.1,157.135
2352.8,167691.8,192.093
5718.7,612189.3,930.171
7659.2,1198148.3,2018.709
4805.7,548847.8,781.416
3996.8,406434.2,508.231
2409.4,160048.5,157.135
2179.0,150597.6,157.135
4016.7,396675.7,582.74
3344.3,306008.9,393.423
2716.4,195284.1,215.347
3974.3,401707.5,553.5
4488.6,409032.6,576.073
5995.3,738538.4,1123.898
4311.9,493678.3,586.127
6783.6,862524.7,1412.925
3970.2,402345.7,528.42
3922.3,348046.9,478.425
5982.1,846115.3,1237.914
2907.6,222563.2,238.631
12190.1,2558371.4,5072.684
4837.5,545785.1,710.43
4570.8,500927.2,713.627
4942.6,553199.7,801.613
8576.9,1462681.5,2383.301
6335.9,688753.1,994.395
2234.2,136491.4,157.135
6960.8,1012208.6,1627.031
3499.0,312132.9,398.903
4017.3,448672.0,572.381
2424.5,179099.6,187.259
5439.6,515184.9,802.328
3185.5,266609.0,310.599
4411.1,431562.0,569.168
3514.0,339442.9,417.587
8803.8,1425355.0,2477.055
9157.2,1548600.4,2594.014
4044.5,421146.5,545.081
4260.6,417669.7,552.807
3603.0,333262.0,388.576
6520.9,913701.3,1280.216
3557.5,338996.3,402.772
3602.0,308265.8,373.864
5999.4,768812.2,1155.284
3243.9,286588.1,340.233
4263.5,391068.4,509.292
2138.7,169946.1,157.135
5069.6,607197.3,926.079
8627.8,1482324.2,2508.907
5549.7,633333.1,938.88
7752.5,954067.0,1705.34
2830.0,229839.2,265.488
4832.9,453648.7,635.177
2797.3,224325.8,245.513
3710.7,347240.4,436.982
5391.4,625818.2,978.262
4603.0,460123.4,569.926
2298.8,170041.3,168.173
2280.6,185632.8,181.937
2584.1,166280.7,172.494
5060.2,548596.2,780.171
9691.4,1568881.3,2770.411
7567.8,936204.2,1574.134
2291.1,153503.8,157.135
7532.7,991992.7,1650.281
5972.3,680594.1,1116.661
2302.1,153483.8,157.135
